season,section_e,division_e,mean_beneficial_fraction,mean_crop_water_deficit,mean_relative_water_deficit,mean_total_seasonal_biomass_production,mean_seasonal_yield,mean_crop_water_productivity,median_beneficial_fraction,median_crop_water_deficit,median_relative_water_deficit,median_total_seasonal_biomass_production,median_seasonal_yield,median_crop_water_productivity,min_beneficial_fraction,min_crop_water_deficit,min_relative_water_deficit,min_total_seasonal_biomass_production,min_seasonal_yield,min_crop_water_productivity,max_beneficial_fraction,max_crop_water_deficit,max_relative_water_deficit,max_total_seasonal_biomass_production,max_seasonal_yield,max_crop_water_productivity,std_beneficial_fraction,std_crop_water_deficit,std_relative_water_deficit,std_total_seasonal_biomass_production,std_seasonal_yield,std_crop_water_productivity,q25_beneficial_fraction,q25_crop_water_deficit,q25_relative_water_deficit,q25_total_seasonal_biomass_production,q25_seasonal_yield,q25_crop_water_productivity,q25_quantile,q75_beneficial_fraction,q75_crop_water_deficit,q75_relative_water_deficit,q75_total_seasonal_biomass_production,q75_seasonal_yield,q75_crop_water_productivity,q75_quantile,section_a,division_a
2022-2023,Disheinat,Matouri,0.75,0.41,0.59,4.1,1.56,0.29,0.77,0.43,0.57,4.34,1.65,0.3,0.12,0.08,0.22,0.37,0.14,0.13,0.84,0.78,0.92,7.58,2.87,0.35,0.08,0.1,0.1,1.25,0.47,0.03,0.73,0.35,0.51,3.38,1.28,0.28,0.25,0.79,0.49,0.65,4.99,1.89,0.31,0.75,ديشينات,ماطوري
2022-2023,Um_Gargor,Elshawal,0.76,0.48,0.52,4.65,1.76,0.29,0.77,0.49,0.51,4.78,1.82,0.29,0.38,0.15,0.25,0.9,0.34,0.13,0.85,0.75,0.85,7.5,2.85,0.34,0.05,0.08,0.08,0.91,0.35,0.02,0.75,0.44,0.47,4.23,1.61,0.28,0.25,0.79,0.53,0.56,5.22,1.98,0.3,0.75,ام قرقور,الشوال
2022-2023,Al_Gamosi,Gabouga,0.74,0.42,0.58,4.13,1.57,0.29,0.76,0.44,0.56,4.35,1.65,0.3,0.0,0.06,0.37,0.2,0.08,0.08,0.83,0.63,0.94,7.21,2.74,0.36,0.08,0.1,0.1,1.19,0.45,0.03,0.73,0.36,0.51,3.5,1.33,0.28,0.25,0.78,0.49,0.64,4.94,1.87,0.31,0.75,الجاموسي,جابوقا
2022-2023,Gabouga,Gabouga,0.73,0.41,0.59,4.02,1.53,0.29,0.75,0.42,0.58,4.21,1.6,0.29,0.0,0.07,0.31,0.22,0.08,0.09,0.84,0.69,0.93,6.93,2.63,0.35,0.08,0.09,0.09,1.12,0.43,0.03,0.73,0.36,0.53,3.51,1.33,0.28,0.25,0.78,0.47,0.64,4.76,1.8,0.3,0.75,جابوقا,جابوقا
2022-2023,Elshawal_Al_Riyasa,Elshawal,0.76,0.45,0.55,4.44,1.69,0.29,0.77,0.46,0.54,4.52,1.72,0.29,0.44,0.13,0.34,0.8,0.3,0.18,0.84,0.66,0.87,6.78,2.57,0.33,0.04,0.09,0.09,0.98,0.37,0.02,0.75,0.4,0.49,3.87,1.47,0.28,0.25,0.79,0.51,0.6,5.11,1.94,0.3,0.75,الشوال الرئاسة,الشوال
2022-2023,El_waha,Elshawal,0.76,0.47,0.53,4.45,1.69,0.28,0.77,0.48,0.52,4.62,1.75,0.28,0.24,0.08,0.3,0.4,0.15,0.14,0.84,0.7,0.92,7.19,2.73,0.34,0.05,0.09,0.09,1.02,0.39,0.02,0.75,0.42,0.48,3.98,1.51,0.27,0.25,0.79,0.52,0.58,5.14,1.95,0.29,0.75,الواحة,الشوال
2022-2023,Ranjouk,Gabouga,0.72,0.41,0.59,3.98,1.51,0.28,0.74,0.43,0.57,4.21,1.6,0.29,0.04,0.07,0.27,0.27,0.1,0.11,0.83,0.73,0.93,6.98,2.65,0.32,0.08,0.1,0.1,1.1,0.42,0.03,0.71,0.37,0.52,3.53,1.34,0.28,0.25,0.76,0.48,0.63,4.71,1.79,0.3,0.75,رانجوك,جابوقا
2023-2024,57,Wad Elnaw,0.77,0.46,0.54,4.15,1.58,0.29,0.78,0.47,0.53,4.37,1.66,0.3,0.23,0.1,0.11,0.46,0.17,0.14,0.87,0.89,0.9,7.57,2.87,0.36,0.06,0.1,0.1,1.12,0.42,0.03,0.75,0.41,0.48,3.66,1.39,0.28,0.25,0.8,0.52,0.59,4.88,1.85,0.32,0.75,57,ود النو
2023-2024,88,Elbasatna,0.78,0.5,0.5,4.56,1.73,0.3,0.79,0.51,0.49,4.68,1.78,0.3,0.13,0.08,0.21,0.34,0.13,0.14,0.87,0.79,0.92,7.94,3.01,0.38,0.05,0.1,0.1,1.15,0.43,0.03,0.76,0.44,0.42,3.9,1.48,0.28,0.25,0.81,0.58,0.56,5.31,2.01,0.31,0.75,88,البساتنا
2023-2024,Abdah_Fadul,Tabat,0.75,0.42,0.58,4.52,1.71,0.34,0.77,0.45,0.55,4.84,1.84,0.35,0.0,0.06,0.33,0.21,0.08,0.11,0.88,0.67,0.94,9.01,3.42,0.44,0.08,0.11,0.11,1.49,0.57,0.04,0.74,0.36,0.5,3.61,1.37,0.33,0.25,0.79,0.5,0.64,5.54,2.1,0.37,0.75,عبد الفاضل,طابت
2023-2024,Abu_Gin,Kab_Elgidad,0.77,0.44,0.56,5.29,2.01,0.38,0.79,0.46,0.54,5.53,2.1,0.39,0.0,0.04,0.31,0.0,0.0,0.0,0.87,0.69,0.96,9.97,3.78,0.53,0.08,0.12,0.12,1.82,0.69,0.05,0.76,0.37,0.48,4.23,1.61,0.36,0.25,0.81,0.52,0.63,6.48,2.46,0.41,0.75,ابو جن,كاب الدجاج
2023-2024,Abu_Hawa,Elhafair,0.76,0.42,0.58,4.69,1.78,0.34,0.78,0.44,0.56,4.95,1.88,0.35,0.25,0.06,0.34,0.38,0.14,0.1,0.85,0.66,0.94,8.46,3.21,0.44,0.07,0.13,0.13,1.76,0.67,0.05,0.74,0.32,0.48,3.4,1.29,0.32,0.25,0.8,0.52,0.68,6.04,2.29,0.37,0.75,ابو حوا,الحفاير
2023-2024,Abu_Quta,Abd_ElMagid,0.77,0.41,0.59,4.97,1.89,0.37,0.8,0.46,0.54,5.44,2.06,0.38,0.0,0.03,0.32,0.09,0.03,0.09,0.89,0.68,0.97,9.6,3.64,0.48,0.11,0.15,0.15,2.2,0.84,0.05,0.76,0.3,0.47,3.27,1.24,0.34,0.25,0.82,0.53,0.7,6.65,2.52,0.4,0.75,ابو قوتا,عبد المجيد
2023-2024,Abu_Usher,Al_Gourashi,0.76,0.44,0.56,4.84,1.84,0.36,0.77,0.45,0.55,5.02,1.9,0.36,0.0,0.06,0.3,0.0,0.0,0.0,0.87,0.7,0.94,9.25,3.51,0.45,0.07,0.1,0.1,1.41,0.54,0.04,0.74,0.38,0.49,4.05,1.54,0.34,0.25,0.8,0.51,0.62,5.81,2.2,0.38,0.75,ابو عشر,القرشي
2023-2024,Affan,Matouri,0.77,0.47,0.53,4.91,1.86,0.32,0.78,0.49,0.51,5.12,1.94,0.33,0.0,0.05,0.23,0.18,0.07,0.11,0.87,0.77,0.95,8.11,3.08,0.4,0.06,0.11,0.11,1.37,0.52,0.03,0.75,0.42,0.45,4.22,1.6,0.31,0.25,0.8,0.55,0.58,5.87,2.23,0.34,0.75,عفان,ماطوري
2023-2024,Al_Awamrah,Abd_ElMagid,0.75,0.34,0.66,3.99,1.51,0.36,0.79,0.35,0.65,3.98,1.51,0.37,0.0,0.03,0.4,0.11,0.04,0.12,0.87,0.6,0.97,8.6,3.26,0.48,0.14,0.15,0.15,2.05,0.78,0.06,0.73,0.21,0.54,2.16,0.82,0.34,0.25,0.82,0.46,0.79,5.67,2.15,0.4,0.75,العوامرة,عبد المجيد
2023-2024,Al_Saadana,Turabi,0.77,0.45,0.55,5.24,1.99,0.38,0.79,0.47,0.53,5.51,2.09,0.38,0.07,0.05,0.28,0.29,0.11,0.16,0.88,0.72,0.95,9.81,3.72,0.49,0.07,0.11,0.11,1.6,0.61,0.04,0.75,0.39,0.48,4.3,1.63,0.36,0.25,0.81,0.52,0.61,6.34,2.41,0.4,0.75,السعدانا,الترابي
2023-2024,Umm_Juha,Turabi,0.75,0.34,0.66,4.25,1.61,0.39,0.77,0.35,0.65,4.31,1.64,0.4,0.0,0.05,0.4,0.09,0.04,0.06,0.87,0.6,0.95,8.76,3.32,0.5,0.1,0.12,0.12,1.8,0.68,0.05,0.73,0.25,0.56,2.92,1.11,0.37,0.25,0.81,0.44,0.75,5.65,2.14,0.42,0.75,ام جها,الترابي
2023-2024,Turabi_Al_Riyasa,Turabi,0.76,0.4,0.6,4.77,1.81,0.38,0.78,0.42,0.58,5.03,1.91,0.39,0.0,0.06,0.14,0.06,0.02,0.03,0.88,0.86,0.94,10.08,3.82,0.5,0.09,0.12,0.12,1.81,0.69,0.05,0.74,0.32,0.51,3.64,1.38,0.36,0.25,0.81,0.49,0.68,6.03,2.29,0.41,0.75,الترابي الرئاسة,الترابي
2023-2024,Wad_Bala,Turabi,0.75,0.38,0.62,4.31,1.64,0.36,0.77,0.39,0.61,4.52,1.72,0.37,0.0,0.04,0.36,0.0,0.0,0.0,0.86,0.64,0.96,8.06,3.06,0.47,0.09,0.11,0.11,1.53,0.58,0.05,0.73,0.3,0.54,3.19,1.21,0.35,0.25,0.8,0.46,0.7,5.42,2.06,0.39,0.75,ود بلا,الترابي
2023-2024,Fargin,Kab_Elgidad,0.78,0.4,0.6,5.12,1.94,0.4,0.81,0.42,0.58,5.37,2.04,0.41,0.0,0.02,0.34,0.05,0.02,0.08,0.87,0.66,0.98,10.19,3.87,0.53,0.09,0.14,0.14,2.16,0.82,0.05,0.76,0.3,0.5,3.53,1.34,0.38,0.25,0.82,0.5,0.7,6.72,2.55,0.44,0.75,فارقين,كاب الدجاج
2023-2024,Abd_ElMagid_Al_Riyasa,Abd_ElMagid,0.71,0.29,0.71,3.27,1.24,0.34,0.76,0.3,0.7,3.22,1.22,0.35,0.14,0.05,0.5,0.28,0.11,0.19,0.86,0.5,0.95,6.62,2.51,0.44,0.13,0.12,0.12,1.66,0.63,0.06,0.67,0.2,0.61,2.02,0.77,0.3,0.25,0.8,0.39,0.8,4.41,1.67,0.37,0.75,عبد المجيد الرئاسة,عبد المجيد
2023-2024,Fawar,Tabat,0.75,0.41,0.59,4.74,1.8,0.36,0.78,0.44,0.56,5.06,1.92,0.37,0.0,0.05,0.25,0.16,0.06,0.1,0.87,0.75,0.95,9.44,3.58,0.47,0.1,0.14,0.14,1.95,0.74,0.05,0.73,0.31,0.48,3.3,1.25,0.34,0.25,0.8,0.52,0.69,6.16,2.34,0.39,0.75,فوار,طابت
2023-2024,Abd_Elmagid,Surhan,0.77,0.42,0.58,5.07,1.92,0.37,0.8,0.44,0.56,5.21,1.98,0.38,0.08,0.03,0.38,0.19,0.07,0.19,0.86,0.62,0.97,8.55,3.24,0.44,0.07,0.13,0.13,1.93,0.73,0.04,0.76,0.34,0.47,3.76,1.43,0.35,0.25,0.82,0.53,0.66,6.72,2.55,0.4,0.75,عبد المجيد,سورهان
2023-2024,Surhan_Al_Riyasa,Surhan,0.77,0.44,0.56,5.17,1.96,0.36,0.79,0.47,0.53,5.46,2.07,0.37,0.0,0.04,0.28,0.0,0.0,0.0,0.87,0.72,0.96,9.68,3.67,0.46,0.08,0.12,0.12,1.72,0.65,0.05,0.76,0.38,0.47,4.28,1.63,0.35,0.25,0.81,0.53,0.62,6.35,2.41,0.39,0.75,سورهان الرئاسة,سورهان
2023-2024,Istarhna,Al_Gourashi,0.72,0.34,0.66,3.64,1.38,0.34,0.75,0.35,0.65,3.82,1.45,0.35,0.0,0.05,0.38,0.07,0.03,0.05,0.84,0.62,0.95,6.87,2.6,0.41,0.1,0.1,0.1,1.35,0.51,0.05,0.7,0.28,0.58,2.72,1.03,0.31,0.25,0.78,0.42,0.72,4.66,1.77,0.37,0.75,استرحنا,القرشي
2023-2024,Al_Gourashi_Al_Riyasa,Al_Gourashi,0.76,0.42,0.58,4.59,1.74,0.35,0.78,0.44,0.56,4.82,1.83,0.36,0.27,0.09,0.34,0.63,0.24,0.21,0.86,0.66,0.91,7.62,2.89,0.41,0.07,0.11,0.11,1.43,0.54,0.03,0.75,0.36,0.5,3.66,1.39,0.33,0.25,0.8,0.5,0.64,5.62,2.13,0.37,0.75,القرشي الرئاسة,القرشي
2023-2024,El_Rukun,Tabat,0.76,0.43,0.57,4.42,1.68,0.33,0.77,0.45,0.55,4.72,1.79,0.34,0.41,0.1,0.35,0.67,0.25,0.19,0.86,0.65,0.9,7.27,2.76,0.39,0.07,0.1,0.1,1.34,0.51,0.04,0.75,0.37,0.5,3.68,1.4,0.32,0.25,0.79,0.5,0.63,5.37,2.04,0.35,0.75,الركن,طابت
2023-2024,Wad_El_Saiyid,Elmessellamia,0.75,0.4,0.6,4.02,1.53,0.32,0.76,0.41,0.59,4.13,1.57,0.33,0.33,0.08,0.31,0.48,0.18,0.17,0.87,0.69,0.92,7.83,2.97,0.42,0.07,0.11,0.11,1.31,0.5,0.04,0.72,0.33,0.52,3.1,1.18,0.3,0.25,0.79,0.48,0.67,5.0,1.9,0.34,0.75,ود السيد,المسلمية
2023-2024,Al_Firijab,Surhan,0.76,0.41,0.59,4.39,1.66,0.33,0.78,0.43,0.57,4.69,1.78,0.35,0.23,0.11,0.39,0.51,0.19,0.15,0.86,0.61,0.89,7.59,2.88,0.41,0.08,0.11,0.11,1.42,0.54,0.04,0.74,0.35,0.51,3.57,1.36,0.32,0.25,0.8,0.49,0.65,5.38,2.04,0.36,0.75,الفريجاب,سورهان
2023-2024,Tannub,Tabat,0.76,0.47,0.53,4.83,1.83,0.33,0.78,0.48,0.52,4.96,1.88,0.33,0.19,0.09,0.27,0.4,0.15,0.15,0.87,0.73,0.91,9.03,3.43,0.44,0.06,0.11,0.11,1.44,0.55,0.04,0.75,0.41,0.46,4.1,1.56,0.31,0.25,0.8,0.54,0.59,5.79,2.2,0.35,0.75,طنوب,طابت
2023-2024,Tabat_Al_Riyasa,Tabat,0.76,0.46,0.54,4.69,1.78,0.33,0.77,0.47,0.53,4.86,1.84,0.33,0.11,0.07,0.27,0.34,0.13,0.15,0.87,0.73,0.93,8.03,3.05,0.4,0.06,0.09,0.09,1.17,0.44,0.03,0.75,0.42,0.49,4.18,1.58,0.32,0.25,0.79,0.51,0.58,5.4,2.05,0.34,0.75,طابت الرئاسة,طابت
2023-2024,Saad_Allah,Elmessellamia,0.76,0.43,0.57,4.23,1.6,0.32,0.77,0.43,0.57,4.38,1.66,0.32,0.21,0.09,0.28,0.46,0.17,0.17,0.86,0.72,0.91,6.94,2.63,0.38,0.06,0.09,0.09,1.16,0.44,0.03,0.74,0.37,0.51,3.5,1.33,0.3,0.25,0.79,0.49,0.63,5.07,1.92,0.34,0.75,سعد الله,المسلمية
2023-2024,Wad_ElBurr,Wad_ElBurr,0.77,0.5,0.5,4.97,1.89,0.32,0.78,0.51,0.49,5.17,1.96,0.32,0.0,0.04,0.23,0.16,0.06,0.09,0.86,0.77,0.96,7.92,3.01,0.38,0.07,0.11,0.11,1.25,0.48,0.03,0.76,0.45,0.43,4.39,1.66,0.31,0.25,0.8,0.57,0.55,5.82,2.21,0.34,0.75,ود البر,ود النو
2023-2024,Wad_Hilal,Wad_ElBurr,0.75,0.42,0.58,4.21,1.6,0.32,0.78,0.45,0.55,4.52,1.71,0.32,0.07,0.05,0.38,0.21,0.08,0.14,0.86,0.62,0.95,6.94,2.63,0.39,0.07,0.11,0.11,1.26,0.48,0.04,0.75,0.36,0.5,3.61,1.37,0.31,0.25,0.79,0.5,0.64,5.08,1.93,0.34,0.75,ود هلال,ود النو
2023-2024,Elmessellamia_Al_Riyasa,Elmessellamia,0.77,0.47,0.53,4.43,1.68,0.3,0.78,0.48,0.52,4.55,1.73,0.31,0.51,0.14,0.33,1.01,0.38,0.2,0.85,0.67,0.86,7.12,2.7,0.35,0.05,0.1,0.1,1.22,0.46,0.03,0.75,0.41,0.46,3.75,1.42,0.29,0.25,0.8,0.54,0.59,5.3,2.01,0.32,0.75,المسلمية الرئاسة,المسلمية
2023-2024,Beika,Elmessellamia,0.77,0.46,0.54,4.4,1.67,0.31,0.78,0.47,0.53,4.53,1.72,0.31,0.12,0.07,0.27,0.32,0.12,0.13,0.86,0.73,0.93,7.5,2.84,0.4,0.06,0.1,0.1,1.2,0.45,0.03,0.75,0.4,0.47,3.76,1.43,0.3,0.25,0.8,0.53,0.6,5.17,1.96,0.33,0.75,بيكا,المسلمية
2023-2024,Bortobeil,Elbasatna,0.77,0.48,0.52,4.51,1.71,0.31,0.78,0.49,0.51,4.67,1.77,0.31,0.37,0.11,0.24,0.62,0.24,0.17,0.86,0.76,0.89,6.86,2.6,0.37,0.05,0.09,0.09,1.07,0.41,0.03,0.76,0.43,0.46,4.03,1.53,0.3,0.25,0.8,0.54,0.57,5.21,1.98,0.32,0.75,بورتوبيل,البساتنا
2023-2024,Barakat_Al_Riyasa,Elbasatna,0.78,0.48,0.52,4.49,1.7,0.3,0.79,0.49,0.51,4.72,1.79,0.31,0.35,0.08,0.24,0.54,0.2,0.18,0.88,0.76,0.92,7.6,2.88,0.37,0.05,0.11,0.11,1.22,0.46,0.03,0.76,0.42,0.46,3.82,1.45,0.29,0.25,0.81,0.54,0.58,5.31,2.02,0.32,0.75,بركات الرئاسة,البساتنا
2023-2024,Wad_Figda,Hag Abdalla and North West Sennar,0.75,0.42,0.58,3.83,1.45,0.29,0.77,0.43,0.57,4.02,1.53,0.3,0.1,0.05,0.3,0.25,0.09,0.1,0.84,0.7,0.95,6.17,2.34,0.34,0.08,0.11,0.11,1.14,0.43,0.03,0.74,0.35,0.49,3.16,1.2,0.28,0.25,0.79,0.51,0.65,4.71,1.79,0.31,0.75,ود فجدا,حاج عبد الله وشمال شرق سنار
2023-2024,Al_Toman,Wad Elnaw,0.76,0.42,0.58,3.84,1.46,0.3,0.77,0.43,0.57,4.05,1.54,0.3,0.06,0.07,0.32,0.3,0.11,0.12,0.87,0.68,0.93,6.77,2.57,0.4,0.07,0.11,0.11,1.19,0.45,0.03,0.74,0.35,0.5,3.08,1.17,0.28,0.25,0.8,0.5,0.65,4.67,1.77,0.32,0.75,التومان,ود النو
2023-2024,Hag_Abdalla,Hag Abdalla and North West Sennar,0.76,0.4,0.6,3.69,1.4,0.29,0.77,0.41,0.59,3.82,1.45,0.3,0.08,0.06,0.34,0.21,0.08,0.12,0.85,0.66,0.94,6.09,2.31,0.34,0.08,0.1,0.1,1.06,0.4,0.03,0.74,0.35,0.53,3.16,1.2,0.29,0.25,0.79,0.47,0.65,4.39,1.67,0.31,0.75,حاج عبد الله,حاج عبد الله وشمال شرق سنار
2023-2024,Wad_Elnaw_Al_Riyasa,Wad Elnaw,0.78,0.48,0.52,4.37,1.66,0.29,0.79,0.5,0.5,4.55,1.73,0.3,0.27,0.1,0.13,0.27,0.1,0.09,0.87,0.87,0.9,7.15,2.71,0.35,0.05,0.1,0.1,1.11,0.42,0.03,0.77,0.43,0.45,3.87,1.47,0.29,0.25,0.81,0.55,0.57,5.09,1.93,0.31,0.75,ود النو الرئاسة,ود النو
2023-2024,Hadad,Hag Abdalla and North West Sennar,0.74,0.39,0.61,3.21,1.22,0.27,0.75,0.4,0.6,3.28,1.25,0.27,0.65,0.22,0.53,1.44,0.55,0.22,0.83,0.47,0.78,4.25,1.61,0.31,0.04,0.06,0.06,0.66,0.25,0.02,0.73,0.36,0.57,2.89,1.1,0.26,0.25,0.77,0.43,0.64,3.69,1.4,0.29,0.75,حداد,حاج عبد الله وشمال شرق سنار
2023-2024,Gundal,Hag Abdalla and North West Sennar,0.77,0.42,0.58,3.55,1.35,0.27,0.79,0.42,0.58,3.5,1.33,0.28,0.42,0.13,0.35,0.55,0.21,0.14,0.85,0.65,0.87,5.69,2.16,0.3,0.09,0.14,0.14,1.36,0.52,0.04,0.76,0.35,0.49,2.83,1.07,0.26,0.25,0.82,0.51,0.65,4.59,1.74,0.29,0.75,قوندال,حاج عبد الله وشمال شرق سنار
2023-2024,Fahal,El_Mukhtar,0.74,0.39,0.61,3.7,1.41,0.3,0.76,0.41,0.59,3.92,1.49,0.31,0.0,0.05,0.21,0.0,0.0,0.0,0.86,0.79,0.95,7.23,2.74,0.38,0.09,0.11,0.11,1.32,0.5,0.04,0.71,0.32,0.53,2.8,1.06,0.28,0.25,0.79,0.47,0.68,4.7,1.78,0.33,0.75,فحل,المختار
2023-2024,Hamadna_Allah,El_Mukhtar,0.76,0.45,0.55,4.5,1.71,0.32,0.79,0.47,0.53,4.77,1.81,0.33,0.0,0.05,0.26,0.19,0.07,0.09,0.86,0.74,0.95,7.91,3.0,0.41,0.09,0.12,0.12,1.46,0.55,0.04,0.76,0.39,0.47,3.82,1.45,0.31,0.25,0.81,0.53,0.61,5.5,2.09,0.34,0.75,حمدنا الله,المختار
2023-2024,Um_Degina,El_Mukhtar,0.75,0.42,0.58,4.26,1.61,0.31,0.78,0.45,0.55,4.62,1.75,0.33,0.0,0.06,0.28,0.0,0.0,0.0,0.85,0.72,0.94,7.86,2.98,0.41,0.1,0.12,0.12,1.58,0.6,0.05,0.73,0.34,0.49,3.13,1.19,0.3,0.25,0.81,0.51,0.66,5.35,2.03,0.34,0.75,ام دقينة,المختار
2023-2024,Shaliee_Al_Riyasa,Shaliee,0.76,0.49,0.51,5.2,1.97,0.33,0.79,0.52,0.48,5.46,2.07,0.34,0.0,0.06,0.25,0.0,0.0,0.0,0.84,0.75,0.94,8.91,3.38,0.43,0.09,0.12,0.12,1.66,0.63,0.05,0.76,0.42,0.42,4.25,1.61,0.32,0.25,0.81,0.58,0.58,6.36,2.41,0.36,0.75,شالي الرئاسة,شالي
2023-2024,Wad_Elzain,Shaliee,0.77,0.48,0.52,5.27,2.0,0.34,0.8,0.51,0.49,5.56,2.11,0.35,0.0,0.05,0.17,0.0,0.0,0.0,0.86,0.83,0.95,8.75,3.32,0.45,0.08,0.12,0.12,1.69,0.64,0.04,0.76,0.41,0.43,4.31,1.64,0.33,0.25,0.81,0.57,0.59,6.48,2.46,0.37,0.75,ود الزين,شالي
2023-2024,Shandi,Shaliee,0.76,0.44,0.56,5.12,1.94,0.35,0.79,0.47,0.53,5.54,2.1,0.37,0.0,0.05,0.18,0.03,0.01,0.01,0.86,0.82,0.95,10.17,3.86,0.47,0.1,0.14,0.14,1.94,0.74,0.05,0.75,0.35,0.45,3.8,1.44,0.34,0.25,0.81,0.55,0.65,6.55,2.49,0.39,0.75,شندي,شالي
2023-2024,Elhurga_Nuraldin,Elhurga/Nuraldin,0.78,0.2,0.8,1.74,0.66,0.29,0.81,0.17,0.83,1.63,0.62,0.3,0.74,0.16,0.75,1.24,0.47,0.23,0.81,0.25,0.84,2.46,0.93,0.33,0.03,0.04,0.04,0.4,0.15,0.04,0.75,0.17,0.77,1.57,0.59,0.26,0.25,0.81,0.23,0.83,1.81,0.69,0.32,0.75,الحورقا نور الدين,الحورقا نور الدين
2023-2024,El_Sharqi_Al_Riyasa,Al Genied,0.72,0.26,0.74,2.74,1.04,0.33,0.74,0.25,0.75,2.48,0.94,0.33,0.0,0.02,0.39,0.12,0.05,0.12,0.87,0.61,0.98,7.04,2.67,0.53,0.11,0.11,0.11,1.44,0.55,0.06,0.69,0.17,0.66,1.58,0.6,0.29,0.25,0.79,0.34,0.83,3.83,1.45,0.36,0.75,الشارف الرئاسة,الجنيد
2023-2024,El_Ariga,EL_Mansi,0.75,0.44,0.56,4.95,1.88,0.34,0.78,0.47,0.53,5.28,2.0,0.35,0.0,0.07,0.37,0.21,0.08,0.09,0.84,0.63,0.93,8.52,3.23,0.43,0.09,0.12,0.12,1.79,0.68,0.05,0.74,0.36,0.46,3.75,1.42,0.33,0.25,0.8,0.54,0.64,6.33,2.4,0.37,0.75,العريقة,المنسي
2023-2024,Shakir,EL_Mansi,0.76,0.42,0.58,4.98,1.89,0.36,0.8,0.45,0.55,5.33,2.02,0.37,0.0,0.04,0.35,0.02,0.01,0.01,0.87,0.65,0.96,9.37,3.55,0.48,0.1,0.13,0.13,1.97,0.75,0.05,0.74,0.33,0.47,3.55,1.35,0.34,0.25,0.82,0.53,0.67,6.5,2.46,0.39,0.75,شاكر,المنسي
2023-2024,EL_Nala,El_Tahameed,0.77,0.42,0.58,5.18,1.97,0.37,0.8,0.45,0.55,5.63,2.14,0.38,0.0,0.03,0.34,0.1,0.04,0.06,0.87,0.66,0.97,9.58,3.63,0.46,0.09,0.14,0.14,2.06,0.78,0.05,0.76,0.32,0.48,3.64,1.38,0.35,0.25,0.82,0.52,0.68,6.73,2.55,0.4,0.75,النالا,التحاميد
2023-2024,EL_Mansi_Al_Riyasa,EL_Mansi,0.76,0.46,0.54,5.19,1.97,0.35,0.79,0.49,0.51,5.54,2.1,0.36,0.0,0.06,0.33,0.01,0.0,0.0,0.85,0.67,0.94,8.81,3.34,0.44,0.09,0.12,0.12,1.73,0.65,0.05,0.75,0.39,0.45,4.12,1.56,0.33,0.25,0.81,0.55,0.61,6.43,2.44,0.37,0.75,المنسي الرئاسة,المنسي
2023-2024,El_Tahameed_Al_Riyasa,El_Tahameed,0.79,0.47,0.53,5.81,2.2,0.38,0.8,0.5,0.5,6.12,2.32,0.38,0.31,0.07,0.27,0.48,0.18,0.2,0.85,0.73,0.93,9.45,3.58,0.47,0.06,0.11,0.11,1.81,0.69,0.04,0.78,0.41,0.44,4.8,1.82,0.36,0.25,0.82,0.56,0.59,7.13,2.7,0.4,0.75,التحاميد الرئاسة,التحاميد
2023-2024,Tku,El_Tahameed,0.77,0.44,0.56,5.18,1.96,0.36,0.79,0.46,0.54,5.51,2.09,0.37,0.08,0.04,0.3,0.25,0.1,0.15,0.87,0.7,0.96,9.32,3.54,0.46,0.08,0.12,0.12,1.84,0.7,0.05,0.76,0.36,0.47,4.05,1.54,0.34,0.25,0.81,0.53,0.64,6.59,2.5,0.39,0.75,توك,التحاميد
2023-2024,Al_Tarfa,Elfakhakhir,0.77,0.45,0.55,5.04,1.91,0.35,0.79,0.47,0.53,5.35,2.03,0.35,0.04,0.04,0.25,0.27,0.1,0.13,0.86,0.75,0.96,9.0,3.41,0.45,0.07,0.12,0.12,1.62,0.61,0.04,0.75,0.38,0.46,4.14,1.57,0.33,0.25,0.81,0.54,0.62,6.19,2.35,0.37,0.75,الطرفا,الفخاخير
2023-2024,Al_Taayif,Elfakhakhir,0.76,0.46,0.54,5.05,1.92,0.34,0.78,0.49,0.51,5.34,2.03,0.35,0.0,0.07,0.32,0.0,0.0,0.0,0.85,0.68,0.93,8.7,3.3,0.43,0.09,0.12,0.12,1.69,0.64,0.05,0.75,0.39,0.45,4.06,1.54,0.32,0.25,0.8,0.55,0.61,6.25,2.37,0.36,0.75,الطايف,الفخاخير
2023-2024,Al_Krimit,Elfakhakhir,0.77,0.48,0.52,5.25,1.99,0.33,0.79,0.51,0.49,5.5,2.09,0.34,0.0,0.06,0.3,0.0,0.0,0.0,0.85,0.7,0.94,8.75,3.32,0.43,0.09,0.12,0.12,1.78,0.67,0.05,0.76,0.42,0.42,4.21,1.6,0.31,0.25,0.81,0.58,0.58,6.52,2.47,0.36,0.75,الكريميت,الفخاخير
2023-2024,Hegeliga,Elhafair,0.75,0.43,0.57,4.53,1.72,0.32,0.78,0.46,0.54,4.85,1.84,0.34,0.0,0.06,0.33,0.19,0.07,0.1,0.85,0.67,0.94,8.22,3.12,0.46,0.09,0.12,0.12,1.69,0.64,0.05,0.73,0.34,0.47,3.34,1.27,0.31,0.25,0.81,0.53,0.66,5.82,2.21,0.35,0.75,هيجليجا,الحفاير
